U47;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1050001;Head of State;Manuel Pinto da Costa;1985;2012;2012;LWR;Die-hard Reformer;High;U47-1;X
1050002;Head of Government;Manuel Pinto da Costa;1985;2012;2012;LWR;Ambitious Union Boss;High;U47-1;X
1050003;Foreign Minister;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050004;Minister of Armament;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050005;Minister of Security;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050006;Head of Military Intelligence;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050007;Chief of Staff;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050008;Chief of Army;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050009;Chief of Navy;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
1050010;Chief of Air Force;Red Shadow;1985;2012;2012;LWR;Generic;High;unknown;X
;Replacements;;;;;;;;;X
1050011;Head of State;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050012;Head of Government;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050013;Foreign Minister;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050014;Minister of Armament;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050015;Minister of Security;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;
1050016;Head of Military Intelligence;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;
1050017;Chief of Staff;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050018;Chief of Army;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050019;Chief of Navy;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050020;Chief of Air Force;Black Shadow;1985;2012;2012;NS;Generic;High;unknown;X
1050021;Head of State;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050022;Head of Government;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050023;Foreign Minister;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050024;Minister of Armament;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050025;Minister of Security;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050026;Head of Military Intelligence;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050027;Chief of Staff;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050028;Chief of Army;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050029;Chief of Navy;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1050030;Chief of Air Force;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
