U95;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1290001;Head of State;Juvénal Habyarimana;1985;2012;2012;PA;Ruthless Powermonger;High;U95-1;X
1290002;Head of Government;Juvénal Habyarimana;1985;2012;2012;PA;Flamboyant Tough Guy;High;U95-1;X
1290003;Foreign Minister;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290004;Minister of Armament;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290005;Minister of Security;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290006;Head of Military Intelligence;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290007;Chief of Staff;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290008;Chief of Army;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290009;Chief of Navy;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
1290010;Chief of Air Force;Black Shadow;1985;2012;2012;PA;Generic;High;unknown;X
;Replacements;;;;;;;;;X
1290011;Head of State;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290012;Head of Government;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290013;Foreign Minister;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290014;Minister of Armament;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290015;Minister of Security;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;
1290016;Head of Military Intelligence;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;
1290017;Chief of Staff;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290018;Chief of Army;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290019;Chief of Navy;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290020;Chief of Air Force;Red Shadow;1985;2012;2012;ST;Generic;High;unknown;X
1290021;Head of State;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290022;Head of Government;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290023;Foreign Minister;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290024;Minister of Armament;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290025;Minister of Security;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290026;Head of Military Intelligence;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290027;Chief of Staff;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290028;Chief of Army;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290029;Chief of Navy;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
1290030;Chief of Air Force;Blue Shadow;1985;2012;2012;ML;Generic;High;unknown;X
