U81;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1220001;Head of State;Thomas Sankara;1985;2012;2012;LE;Die-hard Reformer;Very High;U81-1;X
1220002;Head of Government;Thomas Sankara;1985;2012;2012;LE;Flamboyant Tough Guy;Very High;U81-1;X
1220003;Foreign Minister;Thomas Sankara;1985;2012;2012;LE;Great Compromiser;Very High;U81-1;X
1220004;Minister of Armament;Thomas Sankara;1985;2012;2012;LE;Military Entrepreneur;Very High;U81-1;X
1220005;Minister of Security;Thomas Sankara;1985;2012;2012;LE;Man of the People;Very High;U81-1;X
1220006;Head of Military Intelligence;Thomas Sankara;1985;2012;2012;LE;Logistics Specialist;Very High;U81-1;X
1220007;Chief of Staff;Thomas Sankara;1985;2012;2012;LE;School of Defence;Very High;U81-1;X
1220008;Chief of Army;Thomas Sankara;1985;2012;2012;LE;Guns and Butter Doctrine;Very High;U81-1;X
1220009;Chief of Navy;Thomas Sankara;1985;2012;2012;LE;Base Control Doctrine;Very High;U81-1;X
1220010;Chief of Air Force;Thomas Sankara;1985;2012;2012;LE;Vertical Envelopment Doctrine;Very High;U81-1;X
;Replacements;;;;;;;;;X
1220011;Head of State;Blaise Compaoré;1985;2012;2012;LWR;Ruthless Powermonger;Very High;U81-2;X
1220012;Head of Government;Blaise Compaoré;1985;2012;2012;LWR;Backroom Backstabber;Very High;U81-2;X
1220013;Foreign Minister;Blaise Compaoré;1985;2012;2012;LWR;Ideological Crusader;Very High;U81-2;X
1220014;Minister of Armament;Blaise Compaoré;1985;2012;2012;LWR;Resource Industrialist;Very High;U81-2;X
1220015;Minister of Security;Blaise Compaoré;1985;2012;2012;LWR;Crooked Kleptocrat;Very High;U81-2;X
1220016;Head of Military Intelligence;Blaise Compaoré;1985;2012;2012;LWR;Dismal Enigma;Very High;U81-2;X
1220017;Chief of Staff;Blaise Compaoré;1985;2012;2012;LWR;School of Mass Combat;Very High;U81-2;X
1220018;Chief of Army;Blaise Compaoré;1985;2012;2012;LWR;Guns and Butter Doctrine;Very High;U81-2;X
1220019;Chief of Navy;Blaise Compaoré;1985;2012;2012;LWR;Base Control Doctrine;Very High;U81-2;X
1220020;Chief of Air Force;Blaise Compaoré;1985;2012;2012;LWR;Vertical Envelopment Doctrine;Very High;U81-2;X
